major1,major2,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,survey_city,survey_company,survey_deptfunc,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
Accountancy,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202020,McLean,PwC,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,VA
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Austin,Arrive Logistics,Logistics / Supply Chain Marketing / Sales,1,accepted fulltime job,Yes,Yes,40000.0,TX
Accountancy,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.00 - 3.49,201920,Chicago,Andersen Tax,Accounting,1,accepted fulltime job,Yes,Yes,67500.0,IL
Information Systems,none,Engineering/Science,No Minor,White,Female,3.00 - 3.49,201920,Chicago,Protiviti,IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,67500.0,IL
Marketing,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,The Cincinnati Insurance Company,Marketing / Sales,1,accepted fulltime job,No,Yes,45000.0,OH
Finance,none,Accountancy,No Minor,White,Female,2.50 - 2.99,202120,Cincinnati,Procter & Gamble,Finance,1,accepted fulltime job,Yes,Yes,70000.0,OH
Human Capital Mgmt& Leadership,none,Entrepreneurship,Entrepreneurship,White,Female,3.00 - 3.49,202120,Chicago,Coyote Logistics,Unknown,None,accepted fulltime job,Yes,Yes,62500.0,IL
Business Economics,none,Humanities,Humanities,White,Male,3.50 - 4.00,202120,Chicago,Ankura Consulting,Analytics Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Finance,none,Math/Stat,No Minor,White,Female,3.00 - 3.49,202020,Louisville,UofL Health,Unknown,0,accepted fulltime job,None,None,58120.19679571174,KY
Marketing,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,201920,Dallas,Gartner,Marketing / Sales,2,accepted fulltime job,Yes,Yes,40800.0,TX
Management and Leadership,none,Language,Language,White,Female,3.00 - 3.49,201920,Pittsburgh,PNC Financial Services,Other: Realty Services,1,accepted fulltime job,Yes,Yes,45000.0,PA
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Cincinnati,Fifth Third Bank,Finance,1,accepted fulltime job,Yes,No,42000.0,OH
Business Economics,Supply Chain & Operations Mgmt,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201920,Chicago,Unknown,Other,2,accepted fulltime job,None,None,50000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Oakbrook Terrace,ND Paper,Logistics / Supply Chain,2,accepted fulltime job,Yes,Yes,52500.0,IL
Information Systems,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Protiviti,IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,54000.0,OH
Management and Leadership,none,Marketing,Marketing,White,Female,3.00 - 3.49,202020,Cincinnati,"Advantage Solutions: Sales, Marketing, Technology",Unknown,0,accepted fulltime job,None,None,58120.19679571174,OH
Marketing,none,Language,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Marcus and Millichap,"Finance
 Marketing / Sales",1,accepted fulltime job,Yes,Yes,58120.19679571174,IL
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Milwaukee,Baird,Finance,3,accepted fulltime job,None,None,85000.0,WI
Supply Chain & Operations Mgmt,none,Humanities,No Minor,White,Female,3.00 - 3.49,202020,Woburn,TJX Companies,General Management Logistics / Supply Chain Operations / Procurement,2,accepted fulltime job,Yes,Yes,56000.0,MA
Supply Chain & Operations Mgmt,none,Marketing,Marketing,White,Male,3.50 - 4.00,202110,Minneapolis,Cargill,Logistics / Supply Chain Operations / Procurement,1,accepted fulltime job,Yes,No,58000.0,MN
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Cleveland,Ameriprise Financial Services,Unknown,None,accepted fulltime job,None,None,50000.0,OH
Business Economics,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,"Pavilion, a Mercer Practice",Unknown,1,accepted fulltime job,None,None,58120.19679571174,IL
Finance,none,No Minor,No Minor,White,Male,2.00 - 2.49,202120,Columbus,Bluestone Wealth Management,Unknown,None,accepted fulltime job,None,None,50000.0,OH
Finance,none,Arts Related,No Minor,White,Male,3.00 - 3.49,202120,Chicago,GoHealth,Analytics Finance Operations / Procurement Other: Strategic Partnerships,1,accepted fulltime job,Yes,Yes,60000.0,IL
Marketing,none,Humanities,Humanities,Asian,Male,3.50 - 4.00,202120,Cincinnati,PepsiCo,Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,OH
Information Systems,none,Information Security,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202020,San Diego,Deloitte,Consulting IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,72000.0,CA
Accountancy,none,Supply Chain Management,No Minor,White,Male,3.00 - 3.49,202020,Cleveland,RSM,Accounting Analytics Consulting Finance,2,accepted fulltime job,Yes,Yes,56000.0,OH
Marketing,none,Entrepreneurship,Entrepreneurship,White,Male,3.00 - 3.49,202120,Columbus,Abercrombie & Fitch,Unknown,None,accepted fulltime job,None,None,58120.19679571174,OH
Supply Chain & Operations Mgmt,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Dayton,Amazon,Logistics / Supply Chain Operations / Procurement,3,accepted fulltime job,Yes,Yes,52000.0,OH
Marketing,none,Arts Related,Arts Related,White,Female,3.00 - 3.49,201920,Chicago,Cramer-Krasselt,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Marketing,none,Entrepreneurship,No Minor,White,Male,3.50 - 4.00,201920,Boston,TribalVision,Unknown,1,accepted fulltime job,None,None,58120.19679571174,MA
Finance,Business Analytics,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Chicago,Capgemini Invent,Analytics Finance,3,accepted fulltime job,Yes,Yes,75000.0,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,EY,Unknown,1,accepted fulltime job,Yes,Yes,65000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Columbus,Abercrombie & Fitch,Analytics Marketing / Sales,1,accepted fulltime job,Yes,Yes,60000.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,202110,Pittsburgh,Cintas,Unknown,None,accepted fulltime job,None,None,58120.19679571174,PA
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,Stephens Inc.,Finance,1,accepted fulltime job,Yes,Yes,58120.19679571174,IL
Information Systems,none,Accountancy,Information Security,White,Female,3.50 - 4.00,202020,Columbus,EY,IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,56000.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,CDM Media,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,East Lansing,Suburban Sports Group,Unknown,None,accepted fulltime job,None,None,58120.19679571174,MI
Marketing,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,201920,Louisville,Insight Global,"Human Resources
 Marketing / Sales",1,accepted fulltime job,No,Yes,31000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Madison,Epic Systems,Accounting IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,55000.0,WI
Marketing,none,Arts Related,No Minor,Hispanic/Latino,Female,3.50 - 4.00,202120,Milwaukee,Kohl's,Analytics Marketing / Sales,1,accepted fulltime job,Yes,No,53000.0,WI
Marketing,none,No Minor,No Minor,Multi Racial,Female,3.00 - 3.49,201920,New York City,American Eagle,Marketing/Sales,1,accepted fulltime job,Yes,Yes,55000.0,NY
Finance,none,Economics,Economics,White,Male,3.50 - 4.00,202020,Chicago,Goldman Sachs,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,BrightEdge,Marketing / Sales,2,accepted fulltime job,Yes,Yes,55250.0,IL
Management and Leadership,none,No Minor,No Minor,Hispanic/Latino,Female,3.50 - 4.00,201920,Boston,Wayfair,Unknown,0,accepted fulltime job,None,None,58120.19679571174,MA
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Wichita,Textron,Finance,1,accepted fulltime job,Yes,Yes,65000.0,KS
Information Systems,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,202120,Remote,Johnson & Johnson,Unknown,2,accepted fulltime job,Yes,None,58120.19679571174,REMOTE
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202020,Knoxville,Pilot Flying J,Logistics / Supply Chain,2,accepted fulltime job,Yes,Yes,58000.0,TN
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,EY,Accounting,3,accepted fulltime job,Yes,Yes,62000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,SVN,Marketing / Sales,1,accepted fulltime job,Yes,Yes,58120.19679571174,IL
Accountancy,Business Analytics,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Redwood Shores,Ernst & Young,Accounting,1,accepted fulltime job,Yes,Yes,63000.0,CA
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,Columbus,GoHealth,Unknown,1,accepted fulltime job,Yes,Yes,70000.0,OH
Marketing,none,Humanities,Supply Chain Management,White,Male,3.00 - 3.49,202110,Chagrin Falls,The Technology House,Unknown,None,accepted fulltime job,None,None,58120.19679571174,OH
Marketing,none,Business Analytics,Business Analytics,Multi Racial,Male,3.50 - 4.00,202120,Madison,Epic,Unknown,1,accepted fulltime job,No,Yes,63000.0,WI
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Milwaukee,Robert W. Baird,Finance,2,accepted fulltime job,Yes,No,60000.0,WI
Accountancy,none,Business Analytics,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Deloitte,Accounting,2,accepted fulltime job,Yes,Yes,60000.0,IL
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Columbus,Cardinal Health,Finance,2,accepted fulltime job,Yes,Yes,58000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,Canton,Medline Industries,General Management Logistics / Supply Chain Operations / Procurement,4,accepted fulltime job,Yes,No,60000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Denver,Fastly,Advertising / Public Relations Consulting Marketing / Sales,3,accepted fulltime job,Yes,Yes,45000.0,CO
Finance,none,Language,Language,White,Female,3.50 - 4.00,201920,Cincinnati,Worldpay,"Accounting
 Finance",1,accepted fulltime job,Yes,Yes,55000.0,OH
Accountancy,none,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,Cincinnati,Grant Thornton,Accounting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Chicago,Brookfield Properties,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Marketing,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,202020,Philadephia,Accenture,Analytics Consulting Information Technology,3,accepted fulltime job,Yes,No,71500.0,PA
Human Capital Mgmt& Leadership,none,Language,Language,White,Female,3.50 - 4.00,202120,Akron,PepsiCo,General Management Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201910,Chicago,Aon,Finance,2,accepted fulltime job,Yes,Yes,62500.0,IL
Finance,Supply Chain & Operations Mgmt,No Minor,No Minor,Hispanic/Latino,Male,3.50 - 4.00,202120,McLean,Capital One,Finance,2,accepted fulltime job,Yes,Yes,77000.0,VA
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,The Hershey Company,Marketing / Sales,2,accepted fulltime job,Yes,Yes,42000.0,IL
Marketing,none,Economics,Arts Related,White,Female,3.50 - 4.00,202120,Columbus,Face Forward Asthetics,Unknown,2,accepted fulltime job,Yes,Yes,46000.0,OH
Human Capital Mgmt& Leadership,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Oracle Netsuite,Information Technology Marketing / Sales,3,accepted fulltime job,Yes,Yes,55000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Louisville,DHL Supply Chain,Unknown,1,accepted fulltime job,Yes,No,55000.0,KY
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.00 - 3.49,202120,Westlake,Hyland Software,Unknown,2,accepted fulltime job,Yes,Yes,44000.0,OH
Accountancy,none,Information Systems,Information Systems,White,Male,3.50 - 4.00,202120,Chicago,EY,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Columbus,Amazon Web Services,Analytics Finance General Management,1,accepted fulltime job,Yes,Yes,50960.0,OH
Business Economics,none,Marketing,Marketing,White,Female,3.50 - 4.00,202120,Columbus,Lower,Unknown,None,accepted fulltime job,Yes,Yes,40000.0,OH
Business Analytics,none,No Minor,No Minor,White,Male,3.50 - 4.00,202110,St. Louis,Summersalt,Green Man Twist,6,accepted fulltime job,Yes,Yes,60000.0,MO
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,BearingPoint,Consulting,4,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,202020,Ft. Myers,Gartner,Marketing / Sales,1,accepted fulltime job,Yes,No,65000.0,FL
Finance,none,No Minor,No Minor,Multi Racial,Male,3.50 - 4.00,202020,Cincinnati,GE Aviation,Accounting Finance,1,accepted fulltime job,Yes,Yes,67000.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Arrive Logistics,Marketing / Sales,3,accepted fulltime job,Yes,Yes,45000.0,IL
Marketing,none,Arts Related,Arts Related,White,Female,3.50 - 4.00,202120,Chicago,VMLY&R Commerce,Unknown,2,accepted fulltime job,Yes,Yes,52000.0,IL
Management and Leadership,none,Entrepreneurship,Entrepreneurship,Multi Racial,Female,3.50 - 4.00,201920,Columbus,Zandaland,Unknown,0,accepted fulltime job,None,None,58120.19679571174,OH
Finance,none,Accountancy,Accountancy,White,Male,3.50 - 4.00,202120,Providence,Textron,Accounting Finance,5,accepted fulltime job,Yes,Yes,65000.0,RI
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Chicago,McAdam Financial,Finance,3,accepted fulltime job,No,Yes,60000.0,IL
Marketing,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,Chicago,Synchrony Financial,Analytics,1,accepted fulltime job,Yes,Yes,72000.0,IL
Marketing,none,Arts Related,Arts Related,Hispanic/Latino,Female,2.50 - 2.99,201920,Chicago,Groupon,Unknown,None,accepted fulltime job,None,None,35000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Washington,Nestle,Unknown,1,accepted fulltime job,Yes,None,59000.0,DC
Finance,none,Supply Chain Management,No Minor,Asian,Male,3.00 - 3.49,202010,Irvine,Unknown,Entrepreneur/founder,0,accepted fulltime job,Yes,Yes,58120.19679571174,CA
Finance,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201920,Boston,Bank of America,Finance,2,accepted fulltime job,Yes,No,65000.0,MA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,202110,New York City,Horizon Media,Unknown,4,accepted fulltime job,Yes,Yes,58120.19679571174,NY
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Columbus,Abercrombie & Fitch,Analytics,2,accepted fulltime job,Yes,Yes,60000.0,OH
Marketing,none,Arts Related,Arts Related,White,Male,3.00 - 3.49,201920,San Francisco,Udemy,Marketing/Sales,None,accepted fulltime job,None,None,58120.19679571174,CA
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,New York City,EY,Unknown,1,accepted fulltime job,Yes,None,70000.0,NY
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Asian,Male,2.50 - 2.99,201920,Omaha,Werner Enterprises,Operations / Procurement,3,accepted fulltime job,Yes,Yes,50000.0,NE
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,San Francisco,GoodRx,Other: Design,1,accepted fulltime job,Yes,Yes,90000.0,CA
Marketing,none,Language,Language,White,Female,3.50 - 4.00,201920,Rosemont,The McShane Companies,Marketing/Sales,1,accepted fulltime job,Yes,Yes,50000.0,IL
Accountancy,none,No Minor,No Minor,Multi Racial,Male,3.00 - 3.49,202020,Columbus,JP Morgan Chase,Accounting Finance,0,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,201920,Cleveland,Americorps,Unknown,2,accepted fulltime job,None,None,58120.19679571174,OH
Marketing,none,Arts Related,Arts Related,White,Female,3.50 - 4.00,202120,Sylvania,"Root Inc., a Part of Accenture",Consulting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Cincinnati,"Burke, Inc.",Marketing / Sales,2,accepted fulltime job,Yes,Yes,45000.0,OH
Finance,none,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,Boston,Oracle,Unknown,None,accepted fulltime job,None,None,50000.0,MA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Chicago,Uber,Logistics / Supply Chain,0,accepted fulltime job,Yes,Yes,53000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Cohen & Company,Accounting Finance,1,accepted fulltime job,Yes,Yes,63000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,Velosio,"Analytics
 Consulting",2,accepted fulltime job,Yes,Yes,55000.0,OH
Supply Chain & Operations Mgmt,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Nielsen,Unknown,None,accepted fulltime job,None,None,58000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Dayton,Reynolds and Reynolds,Marketing / Sales,1,accepted fulltime job,Yes,No,50000.0,OH
Supply Chain & Operations Mgmt,none,Education,No Minor,White,Female,3.00 - 3.49,202120,Chicago,Coyote Logistics,Logistics / Supply Chain,1,accepted fulltime job,Yes,Yes,45000.0,IL
Accountancy,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.00 - 3.49,201920,Chicago,Deloitte,Accounting,2,accepted fulltime job,None,None,60000.0,IL
Finance,none,Sport Management,No Minor,White,Male,3.50 - 4.00,202020,Cincinnati,Fifth Third Bank,Unknown,None,accepted fulltime job,None,None,58000.0,OH
Information Systems,none,Engineering/Science,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Deloitte,Consulting,1,accepted fulltime job,Yes,No,93000.0,OH
Accountancy,none,Information Systems,Information Systems,White,Female,3.50 - 4.00,202020,Charlotte,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,NC
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Indianapolis,Charles Schwab,Unknown,1,accepted fulltime job,None,None,51000.0,IN
Supply Chain & Operations Mgmt,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,201920,Williamsport,Textron,"Logistics / Supply Chain
 Operations / Procurement",4,accepted fulltime job,Yes,No,56000.0,PA
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Cincinnati,AXA Advising,Unknown,1,accepted fulltime job,Yes,None,58120.19679571174,OH
Finance,none,Information Systems,Information Systems,White,Male,3.00 - 3.49,202120,Grantville,Penn National Gaming,Analytics Finance General Management Marketing / Sales Operations / Procurement,1,accepted fulltime job,No,No,42640.0,PA
Business Analytics,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Protiviti,Analytics,1,accepted fulltime job,Yes,Yes,68000.0,IL
Finance,none,Math/Stat,Math/Stat,White,Female,3.50 - 4.00,202020,Cleveland,Insight2Profit,Analytics Consulting Finance,2,accepted fulltime job,Yes,Yes,58000.0,OH
